Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,total_active_minutes,sedentary_ratio,activity_level,weekday,is_weekend,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,sleep_efficiency,sleep_level
1624580081,2016-04-13,7007,4.55000019073486,4.55000019073486,0,0,0,4.55000019073486,0,0,0,148,1292,1411,148,0.8972222222222223,Moderate,Wednesday,Weekday,NA,NA,NA,NA,NA
1624580081,2016-04-14,9107,5.92000007629395,5.92000007629395,0,0,0,5.90999984741211,0.00999999977648258,0,0,236,1204,1572,236,0.8361111111111111,Moderate,Thursday,Weekday,NA,NA,NA,NA,NA
1624580081,2016-04-15,1510,0.980000019073486,0.980000019073486,0,0,0,0.970000028610229,0,0,0,96,1344,1344,96,0.9333333333333333,Low,Friday,Weekday,NA,NA,NA,NA,NA
1624580081,2016-04-16,5370,3.49000000953674,3.49000000953674,0,0,0,3.49000000953674,0,0,0,176,1264,1463,176,0.8777777777777778,Moderate,Saturday,Weekend,NA,NA,NA,NA,NA
1624580081,2016-04-17,6175,4.05999994277954,4.05999994277954,0,1.02999997138977,1.51999998092651,1.49000000953674,0.00999999977648258,15,22,127,1276,1554,164,0.8861111111111111,Moderate,Sunday,Weekend,NA,NA,NA,NA,NA
1624580081,2016-04-18,10536,7.40999984741211,7.40999984741211,0,2.15000009536743,0.620000004768372,4.61999988555908,0.00999999977648258,17,7,202,1214,1604,226,0.8430555555555556,High,Monday,Weekday,NA,NA,NA,NA,NA
1624580081,2016-04-19,2916,1.89999997615814,1.89999997615814,0,0,0,1.89999997615814,0,0,0,141,1299,1435,141,0.9020833333333333,Low,Tuesday,Weekday,NA,NA,NA,NA,NA
1624580081,2016-04-20,4974,3.23000001907349,3.23000001907349,0,0,0,3.23000001907349,0,0,0,151,1289,1446,151,0.8951388888888889,Low,Wednesday,Weekday,NA,NA,NA,NA,NA
1624580081,2016-04-21,6349,4.13000011444092,4.13000011444092,0,0,0,4.1100001335144,0.0199999995529652,0,0,186,1254,1467,186,0.8708333333333333,Moderate,Thursday,Weekday,NA,NA,NA,NA,NA
1624580081,2016-04-22,4026,2.61999988555908,2.61999988555908,0,0,0,2.59999990463257,0,0,0,199,1241,1470,199,0.8618055555555556,Low,Friday,Weekday,NA,NA,NA,NA,NA
1624580081,2016-04-23,8538,5.55000019073486,5.55000019073486,0,0,0,5.53999996185303,0.00999999977648258,0,0,227,1213,1562,227,0.8423611111111111,Moderate,Saturday,Weekend,NA,NA,NA,NA,NA
1624580081,2016-04-24,6076,3.95000004768372,3.95000004768372,0,1.14999997615814,0.910000026226044,1.88999998569489,0,16,18,185,1221,1617,219,0.8479166666666667,Moderate,Sunday,Weekend,NA,NA,NA,NA,NA
1624580081,2016-04-25,6497,4.21999979019165,4.21999979019165,0,0,0,4.19999980926514,0.0199999995529652,0,0,202,1238,1492,202,0.8597222222222223,Moderate,Monday,Weekday,NA,NA,NA,NA,NA
1624580081,2016-04-26,2826,1.8400000333786,1.8400000333786,0,0,0,1.83000004291534,0.00999999977648258,0,0,140,1300,1402,140,0.9027777777777778,Low,Tuesday,Weekday,NA,NA,NA,NA,NA
1624580081,2016-04-27,8367,5.44000005722046,5.44000005722046,0,1.11000001430511,1.87000000476837,2.46000003814697,0,17,36,154,1233,1670,207,0.85625,Moderate,Wednesday,Weekday,NA,NA,NA,NA,NA
1624580081,2016-04-28,2759,1.78999996185303,1.78999996185303,0,0,0.200000002980232,1.60000002384186,0,0,5,115,1320,1401,120,0.9166666666666666,Low,Thursday,Weekday,NA,NA,NA,NA,NA
1624580081,2016-04-29,2390,1.54999995231628,1.54999995231628,0,0,0,1.54999995231628,0,0,0,150,1290,1404,150,0.8958333333333334,Low,Friday,Weekday,NA,NA,NA,NA,NA
1624580081,2016-04-30,6474,4.30000019073486,4.30000019073486,0,0.899999976158142,1.27999997138977,2.11999988555908,0.00999999977648258,11,23,224,1182,1655,258,0.8208333333333333,Moderate,Saturday,Weekend,NA,NA,NA,NA,NA
1624580081,2016-05-01,36019,28.0300006866455,28.0300006866455,0,21.9200000762939,4.19000005722046,1.9099999666214,0.0199999995529652,186,63,171,1020,2690,420,0.7083333333333334,High,Sunday,Weekend,NA,NA,NA,NA,NA
1624580081,2016-05-02,7155,4.92999982833862,4.92999982833862,0,0.860000014305115,0.589999973773956,3.47000002861023,0,7,6,166,1261,1497,179,0.8756944444444444,Moderate,Monday,Weekday,NA,NA,NA,NA,NA
1624580081,2016-05-03,2100,1.37000000476837,1.37000000476837,0,0,0,1.3400000333786,0.0199999995529652,0,0,96,1344,1334,96,0.9333333333333333,Low,Tuesday,Weekday,NA,NA,NA,NA,NA
1624580081,2016-05-04,2193,1.42999994754791,1.42999994754791,0,0,0,1.41999995708466,0,0,0,118,1322,1368,118,0.9180555555555555,Low,Wednesday,Weekday,NA,NA,NA,NA,NA
1624580081,2016-05-05,2470,1.61000001430511,1.61000001430511,0,0,0,1.58000004291534,0.0199999995529652,0,0,117,1323,1370,117,0.91875,Low,Thursday,Weekday,NA,NA,NA,NA,NA
1624580081,2016-05-06,1727,1.12000000476837,1.12000000476837,0,0,0,1.12000000476837,0.00999999977648258,0,0,102,1338,1341,102,0.9291666666666667,Low,Friday,Weekday,NA,NA,NA,NA,NA
1624580081,2016-05-07,2104,1.37000000476837,1.37000000476837,0,0,0,1.37000000476837,0,0,0,182,1258,1474,182,0.8736111111111111,Low,Saturday,Weekend,NA,NA,NA,NA,NA
1624580081,2016-05-08,3427,2.23000001907349,2.23000001907349,0,0,0,2.22000002861023,0,0,0,152,1288,1427,152,0.8944444444444445,Low,Sunday,Weekend,NA,NA,NA,NA,NA
1624580081,2016-05-09,1732,1.12999999523163,1.12999999523163,0,0,0,1.12999999523163,0,0,0,91,1349,1328,91,0.9368055555555556,Low,Monday,Weekday,NA,NA,NA,NA,NA
1624580081,2016-05-10,2969,1.92999994754791,1.92999994754791,0,0,0,1.91999995708466,0.00999999977648258,0,0,139,1301,1393,139,0.9034722222222222,Low,Tuesday,Weekday,NA,NA,NA,NA,NA
1624580081,2016-05-11,3134,2.03999996185303,2.03999996185303,0,0,0,2.03999996185303,0,0,0,112,1328,1359,112,0.9222222222222223,Low,Wednesday,Weekday,NA,NA,NA,NA,NA
1624580081,2016-05-12,2971,1.92999994754791,1.92999994754791,0,0,0,1.91999995708466,0.00999999977648258,0,0,107,890,1002,107,0.892678034102307,Low,Thursday,Weekday,NA,NA,NA,NA,NA
1644430081,2016-04-12,10694,7.76999998092651,7.76999998092651,0,0.140000000596046,2.29999995231628,5.32999992370605,0,2,51,256,1131,3199,309,0.7854166666666667,High,Tuesday,Weekday,NA,NA,NA,NA,NA
1644430081,2016-04-13,8001,5.82000017166138,5.82000017166138,0,2.27999997138977,0.899999976158142,2.64000010490417,0,30,16,135,1259,2902,181,0.8743055555555556,Moderate,Wednesday,Weekday,NA,NA,NA,NA,NA
1644430081,2016-04-14,11037,8.02000045776367,8.02000045776367,0,0.360000014305115,2.55999994277954,5.09999990463257,0,5,58,252,1125,3226,315,0.78125,High,Thursday,Weekday,NA,NA,NA,NA,NA
1644430081,2016-04-15,5263,3.82999992370605,3.82999992370605,0,0.219999998807907,0.150000005960464,3.45000004768372,0,3,4,170,1263,2750,177,0.8770833333333333,Moderate,Friday,Weekday,NA,NA,NA,NA,NA
1644430081,2016-04-16,15300,11.1199998855591,11.1199998855591,0,4.09999990463257,1.87999999523163,5.09000015258789,0,51,42,212,1135,3493,305,0.7881944444444444,High,Saturday,Weekend,NA,NA,NA,NA,NA
1644430081,2016-04-17,8757,6.36999988555908,6.36999988555908,0,2.25,0.569999992847443,3.54999995231628,0,29,13,186,1212,3011,228,0.8416666666666667,Moderate,Sunday,Weekend,NA,NA,NA,NA,NA
1644430081,2016-04-18,7132,5.19000005722046,5.19000005722046,0,1.07000005245209,1.66999995708466,2.45000004768372,0,15,33,121,1271,2806,169,0.8826388888888889,Moderate,Monday,Weekday,NA,NA,NA,NA,NA
1644430081,2016-04-19,11256,8.18000030517578,8.18000030517578,0,0.360000014305115,2.52999997138977,5.30000019073486,0,5,58,278,1099,3300,341,0.7631944444444444,High,Tuesday,Weekday,NA,NA,NA,NA,NA
1644430081,2016-04-20,2436,1.76999998092651,1.76999998092651,0,0,0,1.75999999046326,0.00999999977648258,0,0,125,1315,2430,125,0.9131944444444444,Low,Wednesday,Weekday,NA,NA,NA,NA,NA
1644430081,2016-04-21,1223,0.889999985694885,0.889999985694885,0,0,0,0.879999995231628,0.00999999977648258,0,0,38,1402,2140,38,0.9736111111111111,Low,Thursday,Weekday,NA,NA,NA,NA,NA
1644430081,2016-04-22,3673,2.67000007629395,2.67000007629395,0,0,0,2.66000008583069,0.00999999977648258,0,0,86,1354,2344,86,0.9402777777777778,Low,Friday,Weekday,NA,NA,NA,NA,NA
1644430081,2016-04-23,6637,4.82999992370605,4.82999992370605,0,0,0.579999983310699,4.25,0,0,15,160,1265,2677,175,0.8784722222222222,Moderate,Saturday,Weekend,NA,NA,NA,NA,NA
1644430081,2016-04-24,3321,2.41000008583069,2.41000008583069,0,0,0,2.41000008583069,0,0,0,89,1351,2413,89,0.9381944444444444,Low,Sunday,Weekend,NA,NA,NA,NA,NA
1644430081,2016-04-25,3580,2.59999990463257,2.59999990463257,0,0.589999973773956,0.0599999986588955,1.95000004768372,0,8,1,94,1337,2497,103,0.9284722222222223,Low,Monday,Weekday,NA,NA,NA,NA,NA
1644430081,2016-04-26,9919,7.21000003814697,7.21000003814697,0,0.800000011920929,1.72000002861023,4.69000005722046,0,11,41,223,1165,3123,275,0.8090277777777778,Moderate,Tuesday,Weekday,NA,NA,NA,NA,NA
1644430081,2016-04-27,3032,2.20000004768372,2.20000004768372,0,0,0,2.20000004768372,0,0,0,118,1322,2489,118,0.9180555555555555,Low,Wednesday,Weekday,NA,NA,NA,NA,NA
1644430081,2016-04-28,9405,6.84000015258789,6.84000015258789,0,0.200000002980232,2.3199999332428,4.30999994277954,0,3,53,227,1157,3108,283,0.8034722222222223,Moderate,Thursday,Weekday,NA,NA,NA,NA,NA
1644430081,2016-04-29,3176,2.30999994277954,2.30999994277954,0,0,0,2.30999994277954,0,0,0,120,1193,2498,120,0.9086062452399086,Low,Friday,Weekday,1,119,127,0.937007874015748,Low
1644430081,2016-04-30,18213,13.2399997711182,13.2399997711182,0,0.629999995231628,3.14000010490417,9.46000003814697,0,9,71,402,816,3846,482,0.6286594761171033,High,Saturday,Weekend,1,124,142,0.8732394366197183,Low
1644430081,2016-05-01,6132,4.46000003814697,4.46000003814697,0,0.239999994635582,0.990000009536743,3.23000001907349,0,3,24,146,908,2696,173,0.8399629972247918,Moderate,Sunday,Weekend,NA,NA,NA,NA,NA
1644430081,2016-05-02,3758,2.73000001907349,2.73000001907349,0,0.0700000002980232,0.310000002384186,2.34999990463257,0,1,7,148,682,2580,156,0.8138424821002387,Low,Monday,Weekday,1,796,961,0.8283038501560874,High
1644430081,2016-05-03,12850,9.34000015258789,9.34000015258789,0,0.720000028610229,4.09000015258789,4.53999996185303,0,10,94,221,1115,3324,325,0.7743055555555556,High,Tuesday,Weekday,NA,NA,NA,NA,NA
1644430081,2016-05-04,2309,1.67999994754791,1.67999994754791,0,0,0,1.6599999666214,0.0199999995529652,0,0,52,1388,2222,52,0.9638888888888889,Low,Wednesday,Weekday,NA,NA,NA,NA,NA
1644430081,2016-05-05,4363,3.19000005722046,3.19000005722046,0,0.519999980926514,0.540000021457672,2.13000011444092,0.00999999977648258,6,12,81,1341,2463,99,0.93125,Low,Thursday,Weekday,NA,NA,NA,NA,NA
1644430081,2016-05-06,9787,7.11999988555908,7.11999988555908,0,0.819999992847443,0.270000010728836,6.01000022888184,0.0199999995529652,11,6,369,1054,3328,386,0.7319444444444444,Moderate,Friday,Weekday,NA,NA,NA,NA,NA
1644430081,2016-05-07,13372,9.72000026702881,9.72000026702881,0,3.25999999046326,0.790000021457672,5.67000007629395,0.00999999977648258,41,17,243,1139,3404,301,0.7909722222222222,High,Saturday,Weekend,NA,NA,NA,NA,NA
1644430081,2016-05-08,6724,4.8899998664856,4.8899998664856,0,0,0,4.88000011444092,0,0,0,295,991,2987,295,0.7706065318818041,Moderate,Sunday,Weekend,1,137,154,0.8896103896103896,Low
1644430081,2016-05-09,6643,4.82999992370605,4.82999992370605,0,2.39000010490417,0.349999994039536,2.08999991416931,0.00999999977648258,32,6,303,1099,3008,341,0.7631944444444444,Moderate,Monday,Weekday,NA,NA,NA,NA,NA
1644430081,2016-05-10,9167,6.65999984741211,6.65999984741211,0,0.879999995231628,0.810000002384186,4.96999979019165,0.00999999977648258,12,19,155,1254,2799,186,0.8708333333333333,Moderate,Tuesday,Weekday,NA,NA,NA,NA,NA
1644430081,2016-05-11,1329,0.970000028610229,0.970000028610229,0,0,0,0.949999988079071,0.00999999977648258,0,0,49,713,1276,49,0.9356955380577427,Low,Wednesday,Weekday,NA,NA,NA,NA,NA
1844505072,2016-04-12,6697,4.42999982833862,4.42999982833862,0,0,0,4.42999982833862,0,0,0,339,1101,2030,339,0.7645833333333333,Moderate,Tuesday,Weekday,NA,NA,NA,NA,NA
1844505072,2016-04-13,4929,3.25999999046326,3.25999999046326,0,0,0,3.25999999046326,0,0,0,248,1192,1860,248,0.8277777777777777,Low,Wednesday,Weekday,NA,NA,NA,NA,NA
1844505072,2016-04-14,7937,5.25,5.25,0,0,0,5.23000001907349,0,0,0,373,843,2130,373,0.6932565789473685,Moderate,Thursday,Weekday,NA,NA,NA,NA,NA
1844505072,2016-04-15,3844,2.53999996185303,2.53999996185303,0,0,0,2.53999996185303,0,0,0,176,527,1725,176,0.7496443812233285,Low,Friday,Weekday,1,644,961,0.6701352757544224,High
1844505072,2016-04-16,3414,2.25999999046326,2.25999999046326,0,0,0,2.25999999046326,0,0,0,147,1293,1657,147,0.8979166666666667,Low,Saturday,Weekend,NA,NA,NA,NA,NA
1844505072,2016-04-17,4525,2.99000000953674,2.99000000953674,0,0.140000000596046,0.259999990463257,2.58999991416931,0,2,8,199,1231,1793,209,0.8548611111111111,Low,Sunday,Weekend,NA,NA,NA,NA,NA
1844505072,2016-04-18,4597,3.03999996185303,3.03999996185303,0,0,0.479999989271164,2.55999994277954,0,0,12,217,1211,1814,229,0.8409722222222222,Low,Monday,Weekday,NA,NA,NA,NA,NA
1844505072,2016-04-19,197,0.129999995231628,0.129999995231628,0,0,0,0.129999995231628,0,0,0,10,1430,1366,10,0.9930555555555556,Low,Tuesday,Weekday,NA,NA,NA,NA,NA
1844505072,2016-04-20,8,0.00999999977648258,0.00999999977648258,0,0,0,0.00999999977648258,0,0,0,1,1439,1349,1,0.9993055555555556,Low,Wednesday,Weekday,NA,NA,NA,NA,NA
1844505072,2016-04-21,8054,5.32000017166138,5.32000017166138,0,0.119999997317791,0.519999980926514,4.67999982833862,0,2,13,308,1117,2062,323,0.7756944444444445,Moderate,Thursday,Weekday,NA,NA,NA,NA,NA
1844505072,2016-04-22,5372,3.54999995231628,3.54999995231628,0,0,0,3.54999995231628,0,0,0,220,1220,1827,220,0.8472222222222222,Moderate,Friday,Weekday,NA,NA,NA,NA,NA
1844505072,2016-04-23,3570,2.35999989509583,2.35999989509583,0,0,0,2.35999989509583,0,0,0,139,1301,1645,139,0.9034722222222222,Low,Saturday,Weekend,NA,NA,NA,NA,NA
1844505072,2016-04-24,0,0,0,0,0,0,0,0,0,0,0,1440,1347,0,1,Low,Sunday,Weekend,NA,NA,NA,NA,NA
1844505072,2016-04-25,0,0,0,0,0,0,0,0,0,0,0,1440,1347,0,1,Low,Monday,Weekday,NA,NA,NA,NA,NA
